epoch,train_loss,valid_loss,accuracy,time,model
0,1.518467,1.454644,0.4759,00:20,xresnet50
1,1.350118,1.3046360000000001,0.5293,00:20,xresnet50
2,1.288139,1.225098,0.5652,00:20,xresnet50
3,1.191859,1.14747,0.5886,00:20,xresnet50
4,1.127506,1.1056620000000001,0.606,00:20,xresnet50
5,1.075631,1.0499129999999999,0.626,00:20,xresnet50
6,1.020326,0.9893219999999999,0.6488,00:20,xresnet50
7,0.977261,0.957672,0.6694,00:20,xresnet50
8,0.943691,0.9280379999999999,0.6713,00:20,xresnet50
9,0.883036,0.9131889999999999,0.6817,00:21,xresnet50
10,0.861817,0.9106059999999999,0.6858,00:20,xresnet50
11,0.798465,0.760672,0.735,00:21,xresnet50
12,0.762884,0.762033,0.7369,00:20,xresnet50
13,0.740995,0.786655,0.7316,00:21,xresnet50
14,0.7004600000000001,0.7508,0.7426,00:21,xresnet50
15,0.675003,0.721896,0.7474,00:20,xresnet50
16,0.620387,0.692609,0.7673,00:21,xresnet50
17,0.619445,0.672948,0.7715,00:21,xresnet50
18,0.587505,0.588817,0.799,00:21,xresnet50
19,0.553398,0.6944779999999999,0.7744,00:21,xresnet50
20,0.527389,0.6641,0.7793,00:20,xresnet50
21,0.492145,0.6134069999999999,0.7986,00:21,xresnet50
22,0.46943900000000005,0.5976199999999999,0.8037,00:21,xresnet50
23,0.44878199999999996,0.577213,0.8099,00:21,xresnet50
24,0.433697,0.613225,0.7956,00:21,xresnet50
25,0.41363,0.557343,0.8208,00:20,xresnet50
26,0.388698,0.5403939999999999,0.8287,00:21,xresnet50
27,0.38010700000000003,0.547291,0.8232,00:21,xresnet50
28,0.350511,0.505246,0.8411,00:20,xresnet50
29,0.333615,0.5426850000000001,0.828,00:21,xresnet50
30,0.321071,0.476562,0.8521,00:21,xresnet50
31,0.296494,0.51673,0.8426,00:21,xresnet50
32,0.287983,0.49065600000000004,0.8449,00:21,xresnet50
33,0.27404,0.5182859999999999,0.8449,00:21,xresnet50
34,0.251267,0.546216,0.8385,00:21,xresnet50
35,0.23604299999999998,0.543133,0.8469,00:20,xresnet50
36,0.217498,0.500373,0.8535,00:21,xresnet50
37,0.22133200000000003,0.5037189999999999,0.8561,00:21,xresnet50
38,0.202179,0.552589,0.8504,00:21,xresnet50
39,0.197431,0.522047,0.8549,00:21,xresnet50
40,0.17923599999999998,0.518383,0.8601,00:21,xresnet50
41,0.17090999999999998,0.516624,0.8589,00:21,xresnet50
42,0.163115,0.5421100000000001,0.8524,00:21,xresnet50
43,0.146751,0.577832,0.8539,00:21,xresnet50
44,0.149902,0.5393100000000001,0.8566,00:21,xresnet50
45,0.147573,0.546239,0.8569,00:21,xresnet50
46,0.130728,0.5369109999999999,0.8663,00:21,xresnet50
47,0.125,0.5172829999999999,0.865,00:20,xresnet50
48,0.127478,0.53668,0.8591,00:21,xresnet50
49,0.11098599999999999,0.5160859999999999,0.8687,00:20,xresnet50
50,0.101198,0.54157,0.8671,00:21,xresnet50
51,0.100951,0.5367029999999999,0.8693,00:21,xresnet50
52,0.089166,0.542912,0.8709,00:21,xresnet50
53,0.092377,0.545602,0.8689,00:20,xresnet50
54,0.080488,0.528346,0.8689,00:21,xresnet50
55,0.080488,0.576811,0.8612,00:21,xresnet50
56,0.077532,0.525726,0.8759,00:21,xresnet50
57,0.068465,0.57044,0.8705,00:21,xresnet50
58,0.068875,0.587892,0.8683,00:21,xresnet50
59,0.057678999999999994,0.54543,0.876,00:21,xresnet50
60,0.053658000000000004,0.571446,0.8732,00:20,xresnet50
61,0.051005,0.550032,0.878,00:21,xresnet50
62,0.045005,0.565934,0.8729,00:21,xresnet50
63,0.04625,0.5420020000000001,0.879,00:21,xresnet50
64,0.04322,0.571611,0.8753,00:21,xresnet50
65,0.040136,0.556843,0.8808,00:21,xresnet50
66,0.035194,0.562971,0.8787,00:21,xresnet50
67,0.0311,0.57406,0.8788,00:21,xresnet50
68,0.035338,0.575395,0.8823,00:21,xresnet50
69,0.026655,0.574863,0.8842,00:21,xresnet50
70,0.024031,0.564474,0.8831,00:21,xresnet50
71,0.021356,0.573357,0.8821,00:21,xresnet50
72,0.022919,0.576087,0.882,00:21,xresnet50
73,0.018385,0.5821430000000001,0.8827,00:21,xresnet50
74,0.01855,0.573505,0.8838,00:21,xresnet50
75,0.017740000000000002,0.586921,0.8862,00:21,xresnet50
76,0.014709,0.593942,0.886,00:21,xresnet50
77,0.015101,0.5789989999999999,0.8854,00:21,xresnet50
78,0.012532,0.581485,0.8906,00:21,xresnet50
79,0.01182,0.578789,0.89,00:21,xresnet50
80,0.011211,0.573414,0.8915,00:21,xresnet50
81,0.008279,0.589883,0.8911,00:21,xresnet50
82,0.008101,0.601685,0.8909,00:21,xresnet50
83,0.00783,0.597,0.887,00:21,xresnet50
84,0.006876,0.603817,0.8893,00:21,xresnet50
85,0.008051,0.601734,0.8886,00:21,xresnet50
86,0.006615,0.596093,0.8923,00:21,xresnet50
87,0.0048259999999999996,0.587685,0.8933,00:21,xresnet50
88,0.005456,0.580593,0.894,00:21,xresnet50
89,0.005095000000000001,0.591533,0.8929,00:21,xresnet50
90,0.0038469999999999997,0.591006,0.8943,00:21,xresnet50
91,0.003925,0.5918479999999999,0.8955,00:21,xresnet50
92,0.004606,0.591575,0.8962,00:21,xresnet50
93,0.003622,0.5884550000000001,0.8954,00:21,xresnet50
94,0.003351,0.582821,0.8955,00:21,xresnet50
95,0.003249,0.584094,0.8962,00:21,xresnet50
96,0.002686,0.5849810000000001,0.8968,00:21,xresnet50
97,0.0033090000000000003,0.588237,0.8953,00:21,xresnet50
98,0.003109,0.588147,0.8953,00:21,xresnet50
99,0.0033159999999999995,0.5921960000000001,0.8959,00:21,xresnet50
0,1.5605149999999999,1.4276739999999999,0.4893,00:15,xresnet34
1,1.300517,1.2410139999999998,0.5621,00:15,xresnet34
2,1.1865649999999999,1.1294030000000002,0.6021,00:15,xresnet34
3,1.121573,1.0666200000000001,0.6208,00:15,xresnet34
4,1.041185,0.9888020000000001,0.6496,00:15,xresnet34
5,0.9752360000000001,0.9614030000000001,0.6553,00:15,xresnet34
6,0.9245200000000001,0.963,0.6589,00:15,xresnet34
7,0.885141,0.822002,0.7133,00:15,xresnet34
8,0.8235889999999999,0.823845,0.7145,00:15,xresnet34
9,0.7910510000000001,0.795752,0.7233,00:15,xresnet34
10,0.7473310000000001,0.775305,0.7278,00:15,xresnet34
11,0.712224,0.734405,0.7439,00:15,xresnet34
12,0.714951,0.692521,0.7644,00:15,xresnet34
13,0.654026,0.8024279999999999,0.7272,00:15,xresnet34
14,0.633182,0.707752,0.7613,00:15,xresnet34
15,0.6065159999999999,0.6348600000000001,0.7796,00:15,xresnet34
16,0.584113,0.656732,0.7796,00:15,xresnet34
17,0.558215,0.731993,0.7568,00:15,xresnet34
18,0.535473,0.594197,0.794,00:15,xresnet34
19,0.511283,0.6698529999999999,0.7781,00:15,xresnet34
20,0.485358,0.579299,0.807,00:15,xresnet34
21,0.47408100000000003,0.5522779999999999,0.8157,00:15,xresnet34
22,0.45714099999999996,0.546013,0.8196,00:15,xresnet34
23,0.437317,0.60982,0.8002,00:15,xresnet34
24,0.41055600000000003,0.5597850000000001,0.8166,00:15,xresnet34
25,0.40994200000000003,0.5194300000000001,0.8285,00:15,xresnet34
26,0.39884200000000003,0.510727,0.8302,00:15,xresnet34
27,0.36909200000000003,0.515658,0.8329,00:15,xresnet34
28,0.36729,0.5063850000000001,0.8309,00:15,xresnet34
29,0.348376,0.48835500000000004,0.8394,00:15,xresnet34
30,0.33366599999999996,0.470785,0.8469,00:15,xresnet34
31,0.312743,0.490709,0.8457,00:15,xresnet34
32,0.30800700000000003,0.505845,0.8448,00:15,xresnet34
33,0.291553,0.49597299999999994,0.8426,00:15,xresnet34
34,0.283908,0.470876,0.852,00:15,xresnet34
35,0.269567,0.509922,0.8464,00:15,xresnet34
36,0.25606599999999996,0.501253,0.8441,00:15,xresnet34
37,0.24647,0.479684,0.8514,00:15,xresnet34
38,0.24125100000000002,0.513152,0.8532,00:15,xresnet34
39,0.22249699999999997,0.492291,0.8545,00:15,xresnet34
40,0.221298,0.48155299999999995,0.8582,00:15,xresnet34
41,0.20869899999999997,0.492591,0.8558,00:15,xresnet34
42,0.21091700000000002,0.466446,0.8617,00:15,xresnet34
43,0.210229,0.519892,0.8554,00:15,xresnet34
44,0.196461,0.470447,0.861,00:15,xresnet34
45,0.185895,0.548297,0.8542,00:15,xresnet34
46,0.177803,0.48122700000000007,0.8622,00:15,xresnet34
47,0.163075,0.492313,0.8658,00:15,xresnet34
48,0.155178,0.495039,0.861,00:15,xresnet34
49,0.153804,0.477563,0.8732,00:15,xresnet34
50,0.14921800000000002,0.541308,0.861,00:15,xresnet34
51,0.132997,0.517845,0.8669,00:15,xresnet34
52,0.139238,0.536347,0.8634,00:15,xresnet34
53,0.137533,0.542848,0.8644,00:15,xresnet34
54,0.125628,0.5055430000000001,0.8689,00:15,xresnet34
55,0.116329,0.498212,0.8702,00:15,xresnet34
56,0.11625,0.548142,0.8654,00:15,xresnet34
57,0.10801300000000001,0.5494020000000001,0.8663,00:15,xresnet34
58,0.10017100000000001,0.5334300000000001,0.8697,00:15,xresnet34
59,0.100133,0.510309,0.8731,00:15,xresnet34
60,0.09688200000000001,0.545184,0.868,00:15,xresnet34
61,0.089508,0.52604,0.8754,00:15,xresnet34
62,0.082101,0.519462,0.8788,00:15,xresnet34
63,0.07812999999999999,0.55233,0.8731,00:15,xresnet34
64,0.081359,0.5492279999999999,0.8792,00:15,xresnet34
65,0.072494,0.571129,0.8742,00:15,xresnet34
66,0.064443,0.562056,0.88,00:15,xresnet34
67,0.0561,0.5461060000000001,0.8825,00:15,xresnet34
68,0.065363,0.555016,0.8781,00:15,xresnet34
69,0.048242,0.5702619999999999,0.8809,00:15,xresnet34
70,0.054467999999999996,0.565631,0.886,00:15,xresnet34
71,0.046345,0.563368,0.8848,00:15,xresnet34
72,0.044047,0.554397,0.8858,00:15,xresnet34
73,0.037788999999999996,0.5625,0.8873,00:15,xresnet34
74,0.041393,0.57875,0.8838,00:15,xresnet34
75,0.036444,0.577879,0.8883,00:15,xresnet34
76,0.028239999999999998,0.591019,0.8863,00:15,xresnet34
77,0.032797,0.5852430000000001,0.8899,00:15,xresnet34
78,0.025396000000000002,0.604838,0.8857,00:15,xresnet34
79,0.02727,0.587147,0.8883,00:15,xresnet34
80,0.022014,0.590105,0.89,00:15,xresnet34
81,0.022202,0.587396,0.8907,00:15,xresnet34
82,0.019039,0.606855,0.8908,00:15,xresnet34
83,0.017784,0.6084229999999999,0.8902,00:15,xresnet34
84,0.016538,0.5976130000000001,0.8895,00:15,xresnet34
85,0.015377000000000002,0.600051,0.8922,00:15,xresnet34
86,0.012712000000000001,0.5982729999999999,0.8927,00:15,xresnet34
87,0.01285,0.604223,0.8961,00:15,xresnet34
88,0.01403,0.5965600000000001,0.895,00:15,xresnet34
89,0.010083,0.590275,0.8942,00:15,xresnet34
90,0.010303,0.594604,0.8943,00:15,xresnet34
91,0.009581000000000001,0.5931609999999999,0.8943,00:15,xresnet34
92,0.010666,0.5956199999999999,0.895,00:15,xresnet34
93,0.009956999999999999,0.59454,0.8945,00:15,xresnet34
94,0.008125,0.592805,0.8957,00:15,xresnet34
95,0.009048,0.594611,0.8954,00:15,xresnet34
96,0.006358,0.6028979999999999,0.8955,00:15,xresnet34
97,0.007921,0.59525,0.8961,00:15,xresnet34
98,0.007285,0.596296,0.8958,00:15,xresnet34
99,0.007979,0.594707,0.8963,00:15,xresnet34
0,1.30166,1.278743,0.5304,00:41,wrn22
1,1.062374,1.040657,0.6237,00:42,wrn22
2,0.9373879999999999,0.931773,0.6702,00:42,wrn22
3,0.827572,0.847165,0.6982,00:42,wrn22
4,0.7414569999999999,0.754682,0.7333,00:42,wrn22
5,0.651537,0.7037439999999999,0.7531,00:42,wrn22
6,0.587507,0.92642,0.6989,00:42,wrn22
7,0.540568,0.742187,0.7586,00:42,wrn22
8,0.495321,0.569163,0.8043,00:43,wrn22
9,0.462996,0.71226,0.7658,00:43,wrn22
10,0.43087200000000003,0.486649,0.836,00:43,wrn22
11,0.41585,0.593141,0.8157,00:43,wrn22
12,0.381784,0.47029799999999994,0.8447,00:43,wrn22
13,0.359034,0.47121,0.8447,00:43,wrn22
14,0.33815300000000004,0.418786,0.8618,00:43,wrn22
15,0.30649899999999997,0.44638999999999995,0.8554,00:43,wrn22
16,0.291299,0.39558899999999997,0.8693,00:43,wrn22
17,0.280117,0.361767,0.8794,00:43,wrn22
18,0.254467,0.415946,0.8707,00:43,wrn22
19,0.253261,0.3307,0.8932,00:43,wrn22
20,0.2279,0.347348,0.8895,00:43,wrn22
21,0.208207,0.32913600000000004,0.8908,00:43,wrn22
22,0.202958,0.351576,0.8908,00:43,wrn22
23,0.196708,0.32598299999999997,0.8972,00:43,wrn22
24,0.188248,0.339019,0.8965,00:43,wrn22
25,0.17058099999999998,0.35375700000000004,0.8929,00:43,wrn22
26,0.158913,0.304898,0.9084,00:43,wrn22
27,0.174002,0.369163,0.8873,00:43,wrn22
28,0.14,0.32009899999999997,0.906,00:43,wrn22
29,0.13192,0.306628,0.9084,00:43,wrn22
30,0.11846199999999998,0.28367800000000004,0.918,00:43,wrn22
31,0.12562,0.39110700000000004,0.8948,00:43,wrn22
32,0.10736400000000001,0.38476,0.8963,00:43,wrn22
33,0.10179400000000001,0.325,0.9124,00:43,wrn22
34,0.107298,0.311636,0.913,00:43,wrn22
35,0.08466699999999999,0.352463,0.9107,00:43,wrn22
36,0.08693300000000001,0.298641,0.9185,00:43,wrn22
37,0.080028,0.30791199999999996,0.92,00:43,wrn22
38,0.073982,0.386583,0.905,00:43,wrn22
39,0.069798,0.295458,0.9227,00:43,wrn22
40,0.063949,0.319025,0.9192,00:43,wrn22
41,0.068715,0.34535,0.9168,00:43,wrn22
42,0.063685,0.286586,0.9264,00:43,wrn22
43,0.064613,0.339337,0.9191,00:43,wrn22
44,0.055091999999999995,0.29828699999999997,0.9284,00:43,wrn22
45,0.054723,0.322874,0.9266,00:43,wrn22
46,0.047157,0.330373,0.9221,00:43,wrn22
47,0.048893,0.337617,0.9226,00:43,wrn22
48,0.046667,0.319308,0.9294,00:42,wrn22
49,0.044308999999999994,0.34857,0.925,00:42,wrn22
50,0.037269,0.332952,0.9241,00:42,wrn22
51,0.039176,0.32753000000000004,0.9243,00:42,wrn22
52,0.041419,0.311822,0.9282,00:42,wrn22
53,0.030735000000000002,0.324378,0.9287,00:42,wrn22
54,0.035683,0.346644,0.927,00:42,wrn22
55,0.034464,0.339929,0.9266,00:42,wrn22
56,0.033053,0.320722,0.9329,00:42,wrn22
57,0.031579,0.317306,0.9304,00:42,wrn22
58,0.030253,0.348557,0.9274,00:42,wrn22
59,0.027667,0.333778,0.9309,00:43,wrn22
60,0.021975,0.357548,0.9301,00:43,wrn22
61,0.02093,0.31205900000000003,0.9385,00:43,wrn22
62,0.018545,0.343702,0.9299,00:43,wrn22
63,0.021674000000000002,0.326067,0.9338,00:43,wrn22
64,0.017059,0.30898600000000004,0.9375,00:43,wrn22
65,0.013763,0.335022,0.9342,00:43,wrn22
66,0.015162,0.346624,0.9327,00:43,wrn22
67,0.012751,0.342525,0.9372,00:43,wrn22
68,0.011734999999999999,0.326036,0.9394,00:43,wrn22
69,0.008158,0.342649,0.9363,00:43,wrn22
70,0.007479,0.34347300000000003,0.9387,00:43,wrn22
71,0.006665000000000001,0.352536,0.9381,00:43,wrn22
72,0.009604000000000001,0.344724,0.9378,00:43,wrn22
73,0.005581,0.343826,0.9386,00:43,wrn22
74,0.006817,0.359153,0.9372,00:43,wrn22
75,0.006552,0.34965100000000005,0.941,00:43,wrn22
76,0.005419,0.364189,0.9396,00:43,wrn22
77,0.00399,0.364128,0.9387,00:48,wrn22
78,0.0033619999999999995,0.367144,0.9409,00:45,wrn22
79,0.001809,0.361056,0.9428,00:48,wrn22
80,0.0027140000000000003,0.354489,0.9452,00:45,wrn22
81,0.002865,0.352378,0.9426,00:42,wrn22
82,0.001725,0.35625500000000004,0.9419,00:42,wrn22
83,0.000935,0.366026,0.9443,00:42,wrn22
84,0.001546,0.375234,0.943,00:42,wrn22
85,0.0005269999999999999,0.360051,0.946,00:42,wrn22
86,0.001446,0.36280300000000004,0.9459,00:44,wrn22
87,0.00108,0.362139,0.9449,00:42,wrn22
88,0.000671,0.362761,0.9458,00:42,wrn22
89,0.000261,0.356415,0.9462,00:43,wrn22
90,0.000335,0.355528,0.9467,00:46,wrn22
91,0.000227,0.35685700000000004,0.9458,00:42,wrn22
92,0.000379,0.35877800000000004,0.9459,00:45,wrn22
93,0.00033,0.360216,0.9471,00:42,wrn22
94,0.000333,0.359069,0.9464,00:45,wrn22
95,0.000298,0.358716,0.946,00:44,wrn22
96,0.000552,0.35825,0.9467,00:46,wrn22
97,0.000123,0.36128299999999997,0.9463,00:45,wrn22
98,0.000583,0.35766,0.9459,00:42,wrn22
99,0.000349,0.36107100000000003,0.9465,00:42,wrn22
0,1.451654,1.369939,0.5045,00:10,xresnet18
1,1.249061,1.167937,0.5787,00:10,xresnet18
2,1.141117,1.070435,0.6151,00:10,xresnet18
3,1.047488,0.979771,0.6515,00:11,xresnet18
4,0.969305,0.961617,0.6696,00:11,xresnet18
5,0.929272,0.9110299999999999,0.6811,00:11,xresnet18
6,0.8634649999999999,0.8348969999999999,0.7053,00:11,xresnet18
7,0.824574,0.78441,0.7278,00:11,xresnet18
8,0.794194,0.7481,0.7371,00:11,xresnet18
9,0.741958,0.743401,0.7477,00:11,xresnet18
10,0.707397,0.792994,0.7291,00:11,xresnet18
11,0.677709,0.697943,0.7649,00:11,xresnet18
12,0.649165,0.707389,0.7553,00:11,xresnet18
13,0.624052,0.658503,0.7752,00:11,xresnet18
14,0.600589,0.654469,0.7809,00:11,xresnet18
15,0.5692020000000001,0.659554,0.7786,00:11,xresnet18
16,0.543087,0.672099,0.773,00:11,xresnet18
17,0.524946,0.595813,0.7965,00:11,xresnet18
18,0.511675,0.551859,0.8107,00:11,xresnet18
19,0.49419399999999997,0.572639,0.8083,00:11,xresnet18
20,0.47334,0.600475,0.8059,00:11,xresnet18
21,0.470074,0.646763,0.7886,00:11,xresnet18
22,0.457082,0.575059,0.8147,00:11,xresnet18
23,0.443067,0.568004,0.8099,00:11,xresnet18
24,0.42644499999999996,0.585291,0.8102,00:11,xresnet18
25,0.393644,0.484954,0.8421,00:11,xresnet18
26,0.393913,0.520433,0.8308,00:11,xresnet18
27,0.39805100000000004,0.500498,0.8356,00:11,xresnet18
28,0.369287,0.470091,0.84,00:11,xresnet18
29,0.370746,0.529672,0.8289,00:11,xresnet18
30,0.347908,0.502009,0.8429,00:11,xresnet18
31,0.34435,0.48410699999999995,0.8427,00:11,xresnet18
32,0.315519,0.47953500000000004,0.8474,00:11,xresnet18
33,0.321835,0.466721,0.8516,00:11,xresnet18
34,0.309733,0.502225,0.8423,00:11,xresnet18
35,0.299993,0.47232299999999994,0.8559,00:11,xresnet18
36,0.29431399999999996,0.476261,0.8489,00:11,xresnet18
37,0.29224,0.47233,0.854,00:11,xresnet18
38,0.281357,0.46788199999999996,0.8555,00:11,xresnet18
39,0.257778,0.47289899999999996,0.8586,00:11,xresnet18
40,0.267849,0.461136,0.8592,00:11,xresnet18
41,0.241839,0.484059,0.8565,00:11,xresnet18
42,0.24750300000000003,0.437411,0.8631,00:11,xresnet18
43,0.23328400000000002,0.476497,0.8573,00:11,xresnet18
44,0.219705,0.502955,0.8539,00:11,xresnet18
45,0.23158600000000001,0.5071829999999999,0.8525,00:11,xresnet18
46,0.2097,0.475558,0.8664,00:11,xresnet18
47,0.20725,0.455696,0.8649,00:11,xresnet18
48,0.197917,0.453082,0.8696,00:11,xresnet18
49,0.198238,0.473087,0.8643,00:11,xresnet18
50,0.196245,0.50826,0.8547,00:11,xresnet18
51,0.183999,0.45396800000000004,0.874,00:11,xresnet18
52,0.17285599999999998,0.4583,0.87,00:11,xresnet18
53,0.166294,0.46248,0.8675,00:11,xresnet18
54,0.165687,0.47252200000000005,0.8693,00:11,xresnet18
55,0.15293099999999998,0.47128400000000004,0.8676,00:11,xresnet18
56,0.13744,0.46468100000000007,0.8745,00:11,xresnet18
57,0.13916900000000001,0.471038,0.876,00:11,xresnet18
58,0.135937,0.449821,0.8767,00:11,xresnet18
59,0.126605,0.49040900000000004,0.8713,00:11,xresnet18
60,0.132114,0.48173699999999997,0.875,00:11,xresnet18
61,0.114933,0.474822,0.875,00:11,xresnet18
62,0.11374200000000001,0.475297,0.876,00:11,xresnet18
63,0.109449,0.46913599999999994,0.8818,00:11,xresnet18
64,0.100026,0.467024,0.8784,00:11,xresnet18
65,0.094578,0.47831899999999994,0.8808,00:11,xresnet18
66,0.097295,0.49253100000000005,0.8798,00:11,xresnet18
67,0.085396,0.492573,0.8792,00:11,xresnet18
68,0.079202,0.509896,0.8799,00:11,xresnet18
69,0.073259,0.495262,0.8844,00:11,xresnet18
70,0.066577,0.501977,0.8838,00:11,xresnet18
71,0.065027,0.504966,0.8848,00:11,xresnet18
72,0.063458,0.49814899999999995,0.886,00:11,xresnet18
73,0.056261,0.511759,0.889,00:11,xresnet18
74,0.052948,0.506059,0.8884,00:11,xresnet18
75,0.052769,0.520252,0.891,00:11,xresnet18
76,0.052690999999999995,0.505636,0.8907,00:11,xresnet18
77,0.044133,0.514035,0.8929,00:11,xresnet18
78,0.038130000000000004,0.515672,0.8919,00:11,xresnet18
79,0.036058,0.513183,0.8922,00:11,xresnet18
80,0.037226999999999996,0.5120520000000001,0.8936,00:11,xresnet18
81,0.034735,0.520465,0.8919,00:11,xresnet18
82,0.026117,0.5211600000000001,0.8917,00:11,xresnet18
83,0.03085,0.5349619999999999,0.8937,00:11,xresnet18
84,0.023761,0.5435800000000001,0.8923,00:11,xresnet18
85,0.021599,0.540922,0.8937,00:11,xresnet18
86,0.020250999999999998,0.550571,0.8969,00:11,xresnet18
87,0.020602000000000002,0.551908,0.8956,00:11,xresnet18
88,0.022355,0.537412,0.8971,00:11,xresnet18
89,0.015979,0.540054,0.8972,00:11,xresnet18
90,0.015569999999999999,0.543967,0.8976,00:11,xresnet18
91,0.012972,0.538655,0.8982,00:11,xresnet18
92,0.018106,0.5403140000000001,0.8972,00:11,xresnet18
93,0.014103000000000001,0.543938,0.8972,00:11,xresnet18
94,0.012301000000000001,0.54138,0.8961,00:11,xresnet18
95,0.012484,0.547715,0.8965,00:11,xresnet18
96,0.012057,0.54575,0.8971,00:11,xresnet18
97,0.011628,0.542858,0.8985,00:11,xresnet18
98,0.011674,0.547334,0.8978,00:11,xresnet18
99,0.012759999999999999,0.551804,0.8987,00:11,xresnet18
